"point","Nombre Peaje","Ubicación","Sector","Sentido","Poste de Referencia PR","Distancia PR","Telefono Grúa","Telefono Peaje","URL Foto","Categoria I","Categoria II","Categoria III","Categoria IV","Categoria V","Categoria VI","Categoria VII","Categoria VIII","Categoria IX","Categoria E","Categoria EAE","Categoria EC","Categoria EIE","Categoria IE","Categoria IEE","Categoria IEEE","Categoria IEX","Categoria IIA","Categoria IIE","Categoria IIIE","Categoria IVE","Categoria VE","Categoria VIE","Categoria VIIE","Administrador","Código Peaje","Código Tramo","Eje Adicional","Eje Adicional R","Eje Grua","Latitud","Longitud","Responsable","Territorial"
"POINT (-75.99890899999997 8.81977500000005)","CEDROS","Via Puerto Rey – Montería Km 47 Recorrido  67 KMS","Puerto Rey - Monteria","Aplica en ambos sentido de circulación","46","1,001","094 - 7911207","3116346193 - 3116346192","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,100","23,700","23,700","23,700","42,700","67,800","78,000","0","0","0","0","0","0","8,400","0","0","0","0","12,500","0","0","0","0","0","2","130","7401","0","0","0","8.81976837","8.81976837","Concesión Ruta al Mar","11"
"POINT (-74.26775399999997 9.831166000000053)","EL DIFÍCIL","KM 67+300 Plato – Pueblo Nuevo","Plato – Pueblo Nuevo","Sur – Norte","67","175","018000945566 Opción 1","3165298176","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,700","14,600","30,500","43,200","46,200","0","0","0","0","2,600","0","0","0","2,900","0","0","0","0","0","0","0","0","0","0","2","132","8002","9,000","8,700","6,500","9.83114665","9.83114665","Concesión (Yuma)","15"
"POINT (-73.83988199999999 5.031285000000025)","EL ROBLE","Bogotá – Albarracín Km 36","Bogotá - Chocontá","Sur – Norte // Norte – Sur","0","0","3174422284 // 3174341120 //  3174341030 // 3164086968","3203409278","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,300","11,400","29,300","36,200","42,600","0","0","0","0","0","0","0","4,600","4,800","0","0","0","0","0","0","0","0","0","0","2","102","5501","8,600","7,200","6,000","5.03129885","5.03129885","CONCESIÓN BRICEÑO – TUNJA – SOGAMOSO","12"
"POINT (-75.65987399999995 6.0469490000000405)","AMAGÁ","KM 03+100 RUTA 6005 Via Santuario - Puerto Triunfo","El Santuario - Cruce Ruta 45 (Caño Alegre)","Suroeste Tramo que cubre: Bolombolo - Camilo C","89","351","3207103032","3207103032","http://hermes.invias.gov.co/carreteras/images/peajes/amaga.jpg","10,500","11,400","24,200","30,800","34,600","0","0","0","0","0","0","7,500","0","0","0","0","0","0","4,800","10,700","0","0","0","0","2","109","6003","8,700","8,400","8,000","6.04695376","6.04695376","Concesión Vial del Pacífico","1"
"POINT (-75.39335799999998 9.872531000000038)","SAN ONOFRE","Vía San Onofre – Cruz del Viso Km 21+400 metros","San Onofre - María La Baja","Norte – Sur","21","497","3216177100","3104320955","http://hermes.invias.gov.co/carreteras/images/peajes/san_onofre.jpg","16,100","23,700","23,700","23,700","42,700","67,800","78,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","137","9005","0","0","0","9.86351925","9.86351925","Concesión Ruta al Mar","23"
"POINT (-75.43595099999999 9.430742000000066)","LA ESPERANZA","Toluviego - Sincelejo","Sincelejo - Toluviejo","Aplica en ambos sentidos","15","200","3184095455 – 3182406622","3124964386","http://hermes.invias.gov.co/carreteras/images/peajes/la_esperanza.jpg","10,900","11,800","25,300","31,800","36,100","0","0","0","0","0","0","0","0","3,000","5,800","0","0","0","0","0","0","0","0","0","1","39","25SC01","11,300","10,900","8,300","9.4307452","-75.435839","INVIAS","23"
"POINT (-72.54235205899994 11.444873653000059)","ALTO PINO","Cogua – Tausa Km 40+000","Rioacha - Paraguachon","Aplica en ambos sentidos de circulación","41","170","(5) 728 85 43","314 3300807 - (5) 7288542 /43","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,300","19,000","15,300","24,100","35,200","56,600","71,400","0","0","0","0","0","4,800","5,500","0","0","0","0","8,300","0","0","0","0","0","2","144","9010","0","0","13,000","11.44487365","11.44487365","Concesión  Santa Marta Paraguachón S.A","13"
"POINT (-75.70068399999997 2.1428850000000352)","ALTAMIRA","Vía Planeta Rica - Sincelejo Km 26 + 300","Planeta Rica - La Ye","Aplica en ambos sentidos de circulación","497","60","311 260 50 25  - #296","320 995 5541","http://hermes.invias.gov.co/carreteras/images/peajes/altamira.jpg","10,700","12,000","24,600","31,300","35,400","0","0","0","0","0","0","7,500","2,400","2,700","0","0","0","0","0","0","0","0","0","0","2","64","4504","8,700","8,400","8,500","2.14291405","2.14291405","Concesión Rodovias Colombia S.A.S","14"
"POINT (-74.27180499999997 4.53745200000003)","CHUSACÁ","Soacha – Girardot Km 109","Girardot - Silvania - Bogotá (Bosa)","Sur - Norte // Norte - Sur","109","217","3104224687 - 3117872339 - 3117903187","3104224687 - 3117872339 - 3117903187","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","13,300","14,900","31,500","51,100","58,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","54","4005","10,100","9,800","6,600","4.54776617","4.54776617","Concesión  Vía 40 Express","12"
"POINT (-75.05008699999996 4.300426000000073)","GUALANDAY","Km. 9+0600 de la ruta 4004 que corresponde a la vía Ibagué (Puente Blanco  El Espinal (cruce ruta 45))  Espinal","Ibague (Puente Blanco) - Cruce Ruta 45 (Espinal)","Aplica en ambos sentidos de circulación","9","551","3212087489","3138863287","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","12,700","14,900","35,000","47,000","51,700","0","0","0","0","0","0","0","5,900","6,300","0","0","0","0","0","0","0","0","0","0","2","51","4404","9,900","9,300","6,600","4.3004288","4.3004288","Concesionaria San Rafael S.A.","24"
"POINT (-73.27843499999994 5.656912000000034)","TUTA","Via Tunja – Paipa Km 12+200 Jurisdiccion Combita","Tunja - Duitama","Ambos sentidos de circulación","11","1,055","3174422284","3174340959","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,300","11,400","29,300","36,200","42,600","0","0","0","0","3,000","0","0","4,200","4,700","2,600","0","0","0","5,300","0","0","0","0","0","2","104","5502","8,200","6,800","5,700","5.6568966","5.6568966","Concesión Briceño - Tunja - Sogamoso","4"
"POINT (-75.43301599999995 6.399637000000041)","TRAPICHE","Km 4  Vía alterna Girardota Hatillo","Medellìn - Hoyo Rico","Norte","0","0","(054) 312 11 99-325 06 60","2892224 – 3108992859 - 01-8000-522-44-77","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,700","18,400","19,500","28,300","49,000","61,500","71,000","0","0","0","0","0","0","2,700","0","0","0","0","2,700","0","0","0","0","0","2","24","2510","0","0","0","6.39963727","6.39963727",,"1"
"POINT (-75.67915599999998 5.812156000000073)","PINTADA","KM 03 RUTA 25B01 Vía Pintada – Bolombolo","La Pintada - Peñalisa","Sur – Norte","2","957","3185018100  - #272 Claro Movistar y Tigo","3173673153","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,200","18,900","18,900","18,900","42,900","54,100","61,800","0","0","0","0","0","0","9,200","0","0","0","0","10,100","10,100","10,100","0","0","0","2","38","25B01","8,700","8,400","6,400","5.74946536","5.74946536","Concesión Pacifico Tres S.A.S.","1"
"POINT (-73.55339799999996 5.077249000000052)","MACHETÁ","Vía Sisga – Guateque Km 27","Brisas - Guateque","Ambos sentidos de circulación","27","250","320 928 4913 - 321 964 0314","320 928 4913 - 321 964 0314","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","16,900","20,500","11,800","11,800","24,700","63,600","73,700","0","0","0","0","0","3,800","5,400","0","0","0","0","12,200","0","0","0","0","0","2","107","5607","8,700","8,400","6,400","5.07726298","5.07726298","CONCESIÓN DEL SISGA S.A.S.","12"
"POINT (-73.92382599999996 10.06037200000003)","EL COPEY","Km 10+300 Vía Bosconia – Rio Ariguani","Bosconia - Río Ariguaní","Sur – Norte","10","448","018000945566 Opción 1","3165280504","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,100","11,100","25,800","33,700","39,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11,400","14,900","17,300","0","0","2","77","4517","9,500","9,100","6,500","10.0603631","10.0603631","Yuma Concesionaria","9"
"POINT (-75.48508678499996 10.309658711000054)","CORRALITO DE PIEDRA","Variante Mamonal - Gambote","Vía a Barú","Ambos sentidos de circulación","26","328","(57) (5)6609002 - 6607822 - 6609125","(57) (5)6609002 - 6607822 - 6609125","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","7,900","8,500","18,100","23,700","27,400","27,400","27,400","0","0","0","0","0","2,900","0","0","0","0","0","0","7,200","0","0","0","0","5","177","90BLB","0","0","0","10.30965871","10.30965871","CONVIAL","3"
"POINT (-74.90212199999996 10.837533000000064)","GALAPA","Vía Cordialidad Km 98","Sabanalarga - Barranquilla","Ambos sentidos de circulación","101","927","3212057229","3212057229","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,900","12,800","27,300","35,100","39,500","55,700","61,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","140","9006","9,000","8,700","6,500","10.83754487","10.83754487","Autopista del Sol","2"
"POINT (-75.36517299999997 10.546992000000046)","BAYUNCA","KM 03+450 RUTA 2511 -  vía Medellin - La Costa","Los Llanos - Tarazá","Ambos sentidos de circulación","19","578","3212057227","3212057236","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","11,200","12,400","27,500","36,600","41,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","141","9006","8,700","8,400","8,500","10.54696941","10.54696941","Autopistas del sol","3"
"POINT (-73.66972199999998 8.852804000000049)","PAILITAS","Km 28+500 Vía La Mata – San Roque","La Mata - San Roque","Norte – Sur – Norte","28","600",,"3165280395","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3802.pdf","12,300","13,300","27,300","34,800","39,500","0","0","0","0","0","0","0","4,800","5,200","0","0","0","0","200","12,000","15,300","17,500","0","0","2","75","4515","11,000","10,800","7,800","8.85280385","8.85280385","INVÍAS","9"
"POINT (-73.63943499999993 9.638003000000026)","LA LOMA","Km 42 Vía San Roque - Bosconia","San Roque - Bosconia","Sur – Norte","40","1,927","018000945566 Opción 1","3158210547","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,400","11,400","24,700","31,800","36,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10,900","14,100","16,000","0","0","2","76","4516","9,000","8,700","6,500","9.63801652","9.63801652","Concesión Yuma","9"
"POINT (-73.54651899999999 7.397176000000059)","LA GÓMEZ","Vía La Lizama – San Alberto Km 37 + 300","Cruce Ruta 45 (La Fortuna) - Lebrija","Sur – Norte","37","300","Por Definir","Por Definir","https://hermes.invias.gov.co/recursos/Fichas%20Peajes/3800.pdf","13,500","17,000","39,500","47,300","55,600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","126","6602","11,000","10,800","7,800","7.39717597","7.39717597","INVIAS","22"
"POINT (-72.30502163899996 5.410988727000074)","ARANGUANEY (NO OPERATIVO)","Via Sogamoso Yopal Km 8+900  Jurisdiccion Sogamoso","Sogamoso - El Crucero","Bidireccional","16","800","Por Definir","Por Definir",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"6513","0","0","2,400","5.41098873","5.41098873","INVÍAS","7"
"POINT (-73.43075599999997 10.259704000000056)","VALENCIA","Km 87 Vía Pueblo Nuevo – Valledupar","Pueblo Nuevo – Bosconia – Valledupar","Sur – Norte","87","540","018000945566 Opción 1","3165280411","http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg","10,400","11,400","24,700","31,800","36,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","133","8003","9,000","8,700","6,500","10.2597059","10.2597059","Yuma Concesionaria","9"
